Node1,Node2,Force,pair_type
group_11899,group_9969,-0.462862015,gene-gene-assoc
group_11899,yidZ,-0.481589217,gene-gene-assoc
group_11899,group_5997,-0.481589217,gene-gene-assoc
group_11899,rfbB,-0.491180628,gene-gene-assoc
group_11899,group_12784,-0.491180628,gene-gene-assoc
group_11899,group_15755,-0.462862015,gene-gene-assoc
group_11899,group_16933,-0.462862015,gene-gene-assoc
group_11899,group_7393,-0.462862015,gene-gene-assoc
group_11899,group_9557,-0.491180628,gene-gene-assoc
group_11644,group_5551,-0.481589217,gene-gene-assoc
group_6359,group_4533,-0.462862015,gene-gene-assoc
group_6359,group_1563,-0.481589217,gene-gene-assoc
group_6359,group_10594,-0.462862015,gene-gene-assoc
group_466,group_13618,-0.49963324543,gene-gene-assoc
group_466,group_10523,-0.49963324543,gene-gene-assoc
group_466,group_16715,-0.5,gene-gene-assoc
group_16318,group_13618,-0.49963324543,gene-gene-assoc
group_16318,group_10523,-0.49963324543,gene-gene-assoc
group_16318,group_16715,-0.5,gene-gene-assoc
group_16318,group_466,-0.5,gene-gene-assoc
group_11845,group_11888,-0.5,gene-gene-assoc
group_11452,group_11820,-0.49963324543,gene-gene-assoc
group_9696,group_9914,-0.491180628,gene-gene-assoc
group_9733,group_10180,-0.462862015,gene-gene-assoc
group_8351,group_4856,-0.481589217,gene-gene-assoc
group_8351,group_6354,-0.497756516,gene-gene-assoc
group_8351,group_7870,-0.497756516,gene-gene-assoc
group_8351,group_7310,-0.497756516,gene-gene-assoc
group_8351,group_6398,-0.49963324543,gene-gene-assoc
group_8351,group_4941,-0.497756516,gene-gene-assoc
group_8351,group_11891,-0.4994837068,gene-gene-assoc
group_8351,group_10321,-0.4990161844,gene-gene-assoc
group_8351,group_9558,-0.462862015,gene-gene-assoc
group_8351,group_1673,-0.4990161844,gene-gene-assoc
group_8351,group_11892,-0.49963324543,gene-gene-assoc
group_8351,group_5684,-0.462862015,gene-gene-assoc
group_8301,group_8508,-0.49980720406,gene-gene-assoc
group_6162,group_14477,-0.49980720406,gene-gene-assoc
group_1569,group_14477,-0.49980720406,gene-gene-assoc
group_1569,group_6162,-0.49980720406,gene-gene-assoc
group_12485,group_12486,-0.5,gene-gene-assoc
group_10189,group_4870,-0.462862015,gene-gene-assoc
group_10654,cueR,-0.5,gene-gene-assoc
group_10403,cueR,-0.5,gene-gene-assoc
group_10403,group_10654,-0.5,gene-gene-assoc
group_9849,group_11414,-0.4990161844,gene-gene-assoc
group_9849,group_12165,-0.5,gene-gene-assoc
group_9849,group_6514,-0.49963324543,gene-gene-assoc
group_9849,waaA,-0.5,gene-gene-assoc
